file,tokens,types,lex_div
Ghostbusters.txt,29386,4836,0.16456816170965766
middlemarch.txt,374039,20420,0.0545932376035654
noise.txt,114306,8542,0.07472923556068797
radio-canada.txt,40,37,0.925
sample.txt,2,2,1.0
